campaign_touch_id,milestone_score,predicted_milestone,campaign_priority
AMK-00005266,0.185198389075993,0,Low Priority
AMK-00022509,0.49796445956210317,0,Medium Priority
AMK-00030390,0.7782208731273428,1,High Priority
AMK-00041351,0.2752125196183251,0,Low Priority
AMK-00051615,0.7834871010946967,1,High Priority
AMK-00050825,0.5623964604966598,1,Medium Priority
AMK-00040960,0.687254981231996,1,Medium Priority
AMK-00049170,0.34748933734777987,0,Medium Priority
AMK-00027449,0.5946302322333715,1,Medium Priority
AMK-00025811,0.731693540085449,1,High Priority
AMK-00027790,0.5877504448945915,1,Medium Priority
AMK-00050913,0.5880584946861496,1,Medium Priority
AMK-00000903,0.11191478386184839,0,Low Priority
AMK-00058787,0.6101390089089218,1,Medium Priority
AMK-00055323,0.20585113820406836,0,Low Priority
AMK-00014262,0.4118853237996862,0,Medium Priority
AMK-00032658,0.5629194217891187,1,Medium Priority
AMK-00017025,0.5523037702899762,1,Medium Priority
AMK-00058652,0.3280528802893353,0,Medium Priority
AMK-00054478,0.3221158906025059,0,Medium Priority
AMK-00051750,0.37428354033704725,0,Medium Priority
AMK-00021949,0.4055669063078311,0,Medium Priority
AMK-00004949,0.6108188033356128,1,Medium Priority
AMK-00018237,0.7235049048862614,1,High Priority
AMK-00050829,0.23289211093411447,0,Low Priority
AMK-00059194,0.6765245966660579,1,Medium Priority
AMK-00054875,0.6739486163057151,1,Medium Priority
AMK-00019926,0.686694108216195,1,Medium Priority
AMK-00031752,0.2300131725347722,0,Low Priority
AMK-00021750,0.44768738963979376,0,Medium Priority
AMK-00013472,0.5239323566151318,1,Medium Priority
AMK-00019989,0.5097679150895165,1,Medium Priority
AMK-00040251,0.5552470740026355,1,Medium Priority
AMK-00053816,0.7283591459042353,1,High Priority
AMK-00010309,0.7177656472150943,1,High Priority
AMK-00046412,0.2854182677625406,0,Low Priority
AMK-00053722,0.6227496183676539,1,Medium Priority
AMK-00041936,0.5972279124347737,1,Medium Priority
AMK-00058279,0.7116096328582338,1,High Priority
AMK-00033417,0.4098130516179855,0,Medium Priority
AMK-00038829,0.2179070577295914,0,Low Priority
AMK-00042233,0.2503557305689751,0,Low Priority
AMK-00016173,0.4065484941640704,0,Medium Priority
AMK-00015558,0.46983974795405536,0,Medium Priority
AMK-00037193,0.31806690900301804,0,Medium Priority
AMK-00004616,0.600561830170766,1,Medium Priority
AMK-00040772,0.48176178018946636,0,Medium Priority
AMK-00051964,0.30535122381057933,0,Medium Priority
AMK-00018950,0.6325384859616318,1,Medium Priority
AMK-00044032,0.7124753662148956,1,High Priority
AMK-00032604,0.6295254145014065,1,Medium Priority
AMK-00029550,0.41786112570294476,0,Medium Priority
AMK-00014296,0.2063148406974982,0,Low Priority
AMK-00015715,0.6027837577887496,1,Medium Priority
AMK-00016249,0.7971841607085453,1,High Priority
AMK-00059337,0.5583753605115958,1,Medium Priority
AMK-00034233,0.4010882002574805,0,Medium Priority
AMK-00041932,0.43312608076670894,0,Medium Priority
AMK-00059270,0.6039035529301623,1,Medium Priority
AMK-00015872,0.25466622407400896,0,Low Priority
AMK-00061676,0.2831944243111808,0,Low Priority
AMK-00037560,0.6507179400839215,1,Medium Priority
AMK-00042213,0.5767135477221023,1,Medium Priority
AMK-00014972,0.6040900358733968,1,Medium Priority
AMK-00008940,0.5724514273144578,1,Medium Priority
AMK-00014367,0.2777577241026637,0,Low Priority
AMK-00040467,0.5231663626312367,1,Medium Priority
AMK-00039743,0.37076718805743025,0,Medium Priority
AMK-00013846,0.6545835296744467,1,Medium Priority
AMK-00036442,0.5133530256295815,1,Medium Priority
AMK-00035149,0.276215064864252,0,Low Priority
AMK-00024633,0.49124627739865184,0,Medium Priority
AMK-00038104,0.40610393085166596,0,Medium Priority
AMK-00051364,0.5589201868372284,1,Medium Priority
AMK-00062001,0.4893870724580614,0,Medium Priority
AMK-00003778,0.7080541640624902,1,High Priority
AMK-00053907,0.5749929439659017,1,Medium Priority
AMK-00050404,0.13487047157420967,0,Low Priority
AMK-00063255,0.3926617365960357,0,Medium Priority
AMK-00015017,0.33092504066371276,0,Medium Priority
AMK-00047715,0.33661671451742864,0,Medium Priority
AMK-00021612,0.34289148133677977,0,Medium Priority
AMK-00054738,0.4912291364015709,0,Medium Priority
AMK-00047971,0.5062055484232729,1,Medium Priority
AMK-00061587,0.63199258796209,1,Medium Priority
AMK-00055540,0.6966671632278415,1,Medium Priority
AMK-00052243,0.6035033026295158,1,Medium Priority
AMK-00036888,0.6333397168109932,1,Medium Priority
AMK-00036529,0.33351711413032786,0,Medium Priority
AMK-00061745,0.3664153812829962,0,Medium Priority
AMK-00043313,0.5943967950428574,1,Medium Priority
AMK-00041576,0.25456285227224656,0,Low Priority
AMK-00040025,0.4123110333660695,0,Medium Priority
AMK-00001593,0.2813142793868875,0,Low Priority
AMK-00028056,0.4595777244784917,0,Medium Priority
AMK-00016090,0.4802554605602404,0,Medium Priority
AMK-00001401,0.39682537862715433,0,Medium Priority
AMK-00057528,0.36493395296057296,0,Medium Priority
AMK-00019861,0.4973600540621892,0,Medium Priority
AMK-00034874,0.6747253608287191,1,Medium Priority
AMK-00004096,0.7277055830218373,1,High Priority
AMK-00001737,0.5396460676096447,1,Medium Priority
AMK-00027255,0.43838919202939414,0,Medium Priority
AMK-00035544,0.3890102318135648,0,Medium Priority
AMK-00016318,0.5260166001809496,1,Medium Priority
AMK-00024858,0.23482143557751636,0,Low Priority
AMK-00009421,0.3100428202560972,0,Medium Priority
AMK-00038319,0.3265735066204533,0,Medium Priority
AMK-00044588,0.4979342885766385,0,Medium Priority
AMK-00025112,0.4126688900469104,0,Medium Priority
AMK-00043521,0.6528282846232341,1,Medium Priority
AMK-00027226,0.5407081713954942,1,Medium Priority
AMK-00030639,0.44619535831169105,0,Medium Priority
AMK-00051143,0.4897797412480624,0,Medium Priority
AMK-00012180,0.323781841455264,0,Medium Priority
AMK-00057575,0.4066338888922104,0,Medium Priority
AMK-00010460,0.24134082111626598,0,Low Priority
AMK-00000145,0.4412137940395801,0,Medium Priority
AMK-00052725,0.22517594665607404,0,Low Priority
AMK-00033498,0.3622397526885819,0,Medium Priority
AMK-00018882,0.3649733569601293,0,Medium Priority
AMK-00047680,0.32209615460976443,0,Medium Priority
AMK-00033660,0.4276105892292724,0,Medium Priority
AMK-00048067,0.4910531064891384,0,Medium Priority
AMK-00049973,0.42139884013648693,0,Medium Priority
AMK-00044657,0.23951556369318705,0,Low Priority
AMK-00058394,0.6624108032049149,1,Medium Priority
AMK-00016116,0.5455618271063303,1,Medium Priority
AMK-00051421,0.5026597494529397,1,Medium Priority
AMK-00009520,0.6641787090629474,1,Medium Priority
AMK-00009076,0.5718497531149039,1,Medium Priority
AMK-00030372,0.6246299529977563,1,Medium Priority
AMK-00040239,0.34603613438896247,0,Medium Priority
AMK-00052632,0.4597533800264623,0,Medium Priority
AMK-00029014,0.581685434856466,1,Medium Priority
AMK-00062054,0.2859325463642283,0,Low Priority
AMK-00055522,0.2889977061004891,0,Low Priority
AMK-00052371,0.7358866443399688,1,High Priority
AMK-00019293,0.38826597045187233,0,Medium Priority
AMK-00050850,0.46067601412982606,0,Medium Priority
AMK-00016470,0.8438401052171918,1,High Priority
AMK-00045046,0.7167954599133942,1,High Priority
AMK-00054691,0.6190760099269641,1,Medium Priority
AMK-00013368,0.32538298982506586,0,Medium Priority
AMK-00040848,0.7087764911087958,1,High Priority
AMK-00032965,0.590902208307644,1,Medium Priority
AMK-00026140,0.49965756851385623,0,Medium Priority
AMK-00060240,0.399227432940036,0,Medium Priority
AMK-00038822,0.4869179098660224,0,Medium Priority
AMK-00006466,0.5411493956525524,1,Medium Priority
AMK-00052111,0.538527785864334,1,Medium Priority
AMK-00052359,0.27787301041893786,0,Low Priority
AMK-00036706,0.8291116062374764,1,High Priority
AMK-00031204,0.4589228726492661,0,Medium Priority
AMK-00058966,0.4140797415268815,0,Medium Priority
AMK-00004197,0.44025119182222094,0,Medium Priority
AMK-00049137,0.24900571016552298,0,Low Priority
AMK-00039061,0.787563774140719,1,High Priority
AMK-00036224,0.4581123936991466,0,Medium Priority
AMK-00038772,0.42364161348518264,0,Medium Priority
AMK-00005103,0.18732260851895957,0,Low Priority
AMK-00016003,0.33266330332701904,0,Medium Priority
AMK-00020006,0.36310521204288326,0,Medium Priority
AMK-00026090,0.7011820509338732,1,High Priority
AMK-00014238,0.5225585424065134,1,Medium Priority
AMK-00041641,0.3590685511754556,0,Medium Priority
AMK-00002936,0.22973519587090246,0,Low Priority
AMK-00005195,0.49196743306634805,0,Medium Priority
AMK-00015160,0.6823791626866909,1,Medium Priority
AMK-00043378,0.49245034686849726,0,Medium Priority
AMK-00004520,0.3999121509626354,0,Medium Priority
AMK-00056256,0.3661124654038301,0,Medium Priority
AMK-00030164,0.4252788282839684,0,Medium Priority
AMK-00029365,0.6669970454663847,1,Medium Priority
AMK-00043573,0.41988632473361653,0,Medium Priority
AMK-00011066,0.58783163311885,1,Medium Priority
AMK-00044134,0.3525472920546895,0,Medium Priority
AMK-00062384,0.38187840043447396,0,Medium Priority
AMK-00000698,0.521923238270659,1,Medium Priority
AMK-00048392,0.7388645178286285,1,High Priority
AMK-00059940,0.19269187609453597,0,Low Priority
AMK-00023845,0.7751842275110563,1,High Priority
AMK-00004999,0.3302997710764776,0,Medium Priority
AMK-00033947,0.667479692966281,1,Medium Priority
AMK-00027292,0.3787508296004335,0,Medium Priority
AMK-00059446,0.7246865122279379,1,High Priority
AMK-00002785,0.5330493105058768,1,Medium Priority
AMK-00001058,0.4185985493121785,0,Medium Priority
AMK-00017412,0.359955479633505,0,Medium Priority
AMK-00043561,0.5190107008066146,1,Medium Priority
AMK-00052866,0.30121571317858226,0,Medium Priority
AMK-00020681,0.3252229049386887,0,Medium Priority
AMK-00063684,0.4213759574341597,0,Medium Priority
AMK-00052709,0.2950570790845487,0,Low Priority
AMK-00047201,0.23884798456453638,0,Low Priority
AMK-00011762,0.17446475924099275,0,Low Priority
AMK-00026801,0.44236851259312343,0,Medium Priority
AMK-00009235,0.42284531402586134,0,Medium Priority
AMK-00040619,0.5062119082644203,1,Medium Priority
AMK-00041009,0.5299867064862307,1,Medium Priority
AMK-00032997,0.31553432346701826,0,Medium Priority
AMK-00021624,0.5508672399250202,1,Medium Priority
AMK-00027064,0.2538768375131808,0,Low Priority
AMK-00036475,0.5169102623524878,1,Medium Priority
AMK-00061177,0.5180068438260427,1,Medium Priority
AMK-00018046,0.3906822134529476,0,Medium Priority
AMK-00040514,0.4071692325178544,0,Medium Priority
AMK-00046051,0.702298418343867,1,High Priority
AMK-00043717,0.8159334597393362,1,High Priority
AMK-00050056,0.310098281780686,0,Medium Priority
AMK-00017386,0.45798992739640226,0,Medium Priority
AMK-00009268,0.6487698240490418,1,Medium Priority
AMK-00003266,0.3833183472437889,0,Medium Priority
AMK-00011343,0.38649098763357764,0,Medium Priority
AMK-00000274,0.4265021545586751,0,Medium Priority
AMK-00061772,0.7623912339355983,1,High Priority
AMK-00051684,0.5090750087355896,1,Medium Priority
AMK-00025214,0.4421275633320531,0,Medium Priority
AMK-00051994,0.32223046456560567,0,Medium Priority
AMK-00035838,0.5193573371000948,1,Medium Priority
AMK-00032589,0.4140283972007364,0,Medium Priority
AMK-00014846,0.5273267869759298,1,Medium Priority
AMK-00037716,0.3459176969698945,0,Medium Priority
AMK-00036013,0.29100274035556606,0,Low Priority
AMK-00049602,0.656992829508004,1,Medium Priority
AMK-00008676,0.33776988345566406,0,Medium Priority
AMK-00013957,0.6215135544043304,1,Medium Priority
AMK-00062502,0.4893418580550109,0,Medium Priority
AMK-00010332,0.3261125857536353,0,Medium Priority
AMK-00063740,0.35313633074279976,0,Medium Priority
AMK-00047293,0.6655125460445009,1,Medium Priority
AMK-00042168,0.5004654459720722,1,Medium Priority
AMK-00013949,0.32679804074163693,0,Medium Priority
AMK-00060901,0.506338196491979,1,Medium Priority
AMK-00040178,0.1891037228549961,0,Low Priority
AMK-00018530,0.665929477705644,1,Medium Priority
AMK-00045650,0.5302227162239052,1,Medium Priority
AMK-00024211,0.7731566360313133,1,High Priority
AMK-00058188,0.74566819811132,1,High Priority
AMK-00042338,0.44815030547804136,0,Medium Priority
AMK-00027828,0.5194069542520304,1,Medium Priority
AMK-00028375,0.8051292785667501,1,High Priority
AMK-00016746,0.5812979888511337,1,Medium Priority
AMK-00026678,0.6644756579805882,1,Medium Priority
AMK-00021148,0.3925199910397745,0,Medium Priority
AMK-00054135,0.4935209362356929,0,Medium Priority
AMK-00026318,0.27173399738706816,0,Low Priority
AMK-00044092,0.48160652110860436,0,Medium Priority
AMK-00035146,0.38745985263346244,0,Medium Priority
AMK-00043041,0.39808407779306243,0,Medium Priority
AMK-00007278,0.5993336739690877,1,Medium Priority
AMK-00019810,0.2374772915579407,0,Low Priority
AMK-00036239,0.39359451246660465,0,Medium Priority
AMK-00019278,0.43053132945580214,0,Medium Priority
AMK-00037979,0.6155238955059046,1,Medium Priority
AMK-00043822,0.4628325939135668,0,Medium Priority
AMK-00018488,0.3959989925942028,0,Medium Priority
AMK-00010882,0.4138094900606529,0,Medium Priority
AMK-00023059,0.6464508317499377,1,Medium Priority
AMK-00017778,0.54677900007184,1,Medium Priority
AMK-00040292,0.41930669316265856,0,Medium Priority
AMK-00002762,0.6868360131105363,1,Medium Priority
AMK-00022113,0.4635876311901028,0,Medium Priority
AMK-00031158,0.4855592299964253,0,Medium Priority
AMK-00025321,0.5283430232330915,1,Medium Priority
AMK-00061647,0.5053879588202732,1,Medium Priority
AMK-00050772,0.25998131262420926,0,Low Priority
AMK-00005713,0.6328477146783077,1,Medium Priority
AMK-00042804,0.3924712678184237,0,Medium Priority
AMK-00011595,0.7690288423527802,1,High Priority
AMK-00013125,0.2817556000663418,0,Low Priority
AMK-00015540,0.45464340877857434,0,Medium Priority
AMK-00047454,0.6611628274557362,1,Medium Priority
AMK-00047914,0.3206673625077132,0,Medium Priority
AMK-00029607,0.7450991305260405,1,High Priority
AMK-00019295,0.42545019161590697,0,Medium Priority
AMK-00061002,0.38295874963086457,0,Medium Priority
AMK-00003800,0.30080607899695605,0,Medium Priority
AMK-00059452,0.5928026652561373,1,Medium Priority
AMK-00030661,0.6284162307236297,1,Medium Priority
AMK-00059231,0.4271076670813291,0,Medium Priority
AMK-00027340,0.6742306331273833,1,Medium Priority
AMK-00020833,0.26638500395594106,0,Low Priority
AMK-00024165,0.3129222749514452,0,Medium Priority
AMK-00001902,0.5756328549041965,1,Medium Priority
AMK-00005978,0.2653597816884921,0,Low Priority
AMK-00036708,0.5583637013044731,1,Medium Priority
AMK-00046328,0.6574492777112649,1,Medium Priority
AMK-00025488,0.6045243942965688,1,Medium Priority
AMK-00008421,0.6089937294166701,1,Medium Priority
AMK-00049096,0.4971376640025309,0,Medium Priority
AMK-00011913,0.6578800060727317,1,Medium Priority
AMK-00004801,0.22246295622106585,0,Low Priority
AMK-00025916,0.5866966287213276,1,Medium Priority
AMK-00033110,0.361891554624982,0,Medium Priority
AMK-00057032,0.3123637890214826,0,Medium Priority
AMK-00061541,0.6904416013354296,1,Medium Priority
AMK-00027756,0.3861560694614278,0,Medium Priority
AMK-00019502,0.7225954991611966,1,High Priority
AMK-00022592,0.461187496548736,0,Medium Priority
AMK-00031012,0.18763186674891086,0,Low Priority
AMK-00006226,0.3544426505702541,0,Medium Priority
AMK-00020305,0.49734827128485093,0,Medium Priority
AMK-00004673,0.46983101986209536,0,Medium Priority
AMK-00017463,0.686838303831267,1,Medium Priority
AMK-00005518,0.40835721590851876,0,Medium Priority
AMK-00040788,0.4806555207732881,0,Medium Priority
AMK-00056543,0.6903969531079049,1,Medium Priority
AMK-00056433,0.3922479272844373,0,Medium Priority
AMK-00041442,0.360328756826139,0,Medium Priority
AMK-00062028,0.6590200494486214,1,Medium Priority
AMK-00039432,0.48083430473147426,0,Medium Priority
AMK-00008427,0.4480951657458452,0,Medium Priority
AMK-00063774,0.3119402445513221,0,Medium Priority
AMK-00023367,0.4693857924107692,0,Medium Priority
AMK-00041109,0.6919825829776511,1,Medium Priority
AMK-00049304,0.3155040369817994,0,Medium Priority
AMK-00022363,0.8323724113331636,1,High Priority
AMK-00029960,0.6598838254709103,1,Medium Priority
AMK-00007417,0.25827928971445424,0,Low Priority
AMK-00026630,0.5772129974543442,1,Medium Priority
AMK-00062327,0.5864460568245288,1,Medium Priority
AMK-00055679,0.12124609538926748,0,Low Priority
AMK-00015983,0.387275746595689,0,Medium Priority
AMK-00006528,0.33197819431194214,0,Medium Priority
AMK-00032933,0.4976985157276669,0,Medium Priority
AMK-00002096,0.5364534799955841,1,Medium Priority
AMK-00014753,0.372639232943244,0,Medium Priority
AMK-00000774,0.7542347472316037,1,High Priority
AMK-00040687,0.3644407567035093,0,Medium Priority
AMK-00012646,0.6170912078157832,1,Medium Priority
AMK-00059389,0.4620114647073479,0,Medium Priority
AMK-00053730,0.3242001805306983,0,Medium Priority
AMK-00010870,0.28093318462299965,0,Low Priority
AMK-00053014,0.6572536900865886,1,Medium Priority
AMK-00017390,0.437017947856312,0,Medium Priority
AMK-00036179,0.4681821849085611,0,Medium Priority
AMK-00036654,0.34824695254779037,0,Medium Priority
AMK-00060824,0.5999669188896603,1,Medium Priority
AMK-00056391,0.300181689034809,0,Medium Priority
AMK-00004880,0.29197589914303723,0,Low Priority
AMK-00056204,0.30010731323816775,0,Medium Priority
AMK-00056414,0.20286258217943204,0,Low Priority
AMK-00035782,0.6578646169116864,1,Medium Priority
AMK-00010133,0.4691346066382145,0,Medium Priority
AMK-00045905,0.5549615980420111,1,Medium Priority
AMK-00060772,0.417852731317032,0,Medium Priority
AMK-00007480,0.2529977262787942,0,Low Priority
AMK-00038889,0.574052804281362,1,Medium Priority
AMK-00041944,0.5397835667542651,1,Medium Priority
AMK-00061396,0.5785595228849925,1,Medium Priority
AMK-00055983,0.3317590158711817,0,Medium Priority
AMK-00054643,0.4502821761470315,0,Medium Priority
AMK-00003032,0.296563641912835,0,Low Priority
AMK-00004400,0.5682046950994531,1,Medium Priority
AMK-00062616,0.3531728999673891,0,Medium Priority
AMK-00022270,0.46353538886519297,0,Medium Priority
AMK-00042122,0.43812502207922954,0,Medium Priority
AMK-00043157,0.524293067626479,1,Medium Priority
AMK-00019603,0.6255667466513963,1,Medium Priority
AMK-00004385,0.6060742583836252,1,Medium Priority
AMK-00034129,0.5133493220615365,1,Medium Priority
AMK-00023786,0.3216407564364558,0,Medium Priority
AMK-00053790,0.6666905888010256,1,Medium Priority
AMK-00037907,0.43192406916437287,0,Medium Priority
AMK-00018480,0.5856267670415506,1,Medium Priority
AMK-00015389,0.09665146790670001,0,Low Priority
AMK-00056451,0.45593893943494557,0,Medium Priority
AMK-00002183,0.3524628515063582,0,Medium Priority
AMK-00002288,0.4115543656776633,0,Medium Priority
AMK-00044976,0.6083197601325684,1,Medium Priority
AMK-00006537,0.3445484858894936,0,Medium Priority
AMK-00030759,0.4361481757935996,0,Medium Priority
AMK-00041657,0.46069772153383126,0,Medium Priority
AMK-00059808,0.2106206234221494,0,Low Priority
AMK-00006066,0.6730678387287976,1,Medium Priority
AMK-00034521,0.22418940959363357,0,Low Priority
AMK-00017663,0.6713669946028237,1,Medium Priority
AMK-00028074,0.44971959226752706,0,Medium Priority
AMK-00057568,0.2154053317650647,0,Low Priority
AMK-00010183,0.3372261882532961,0,Medium Priority
AMK-00025311,0.5919845869355885,1,Medium Priority
AMK-00007402,0.4462779922399666,0,Medium Priority
AMK-00025544,0.3815808751465333,0,Medium Priority
AMK-00036271,0.548349151775346,1,Medium Priority
AMK-00044374,0.3086401312544659,0,Medium Priority
AMK-00032311,0.40495279749410756,0,Medium Priority
AMK-00010916,0.49773199611540747,0,Medium Priority
AMK-00013981,0.4938096061245028,0,Medium Priority
AMK-00042899,0.6397347859975022,1,Medium Priority
AMK-00030096,0.5356910265014342,1,Medium Priority
AMK-00023717,0.4245033863408557,0,Medium Priority
AMK-00057119,0.6309512160010128,1,Medium Priority
AMK-00012968,0.5905551589384814,1,Medium Priority
AMK-00015268,0.5548908005618074,1,Medium Priority
AMK-00060047,0.5791734442727604,1,Medium Priority
AMK-00041785,0.5147401089142825,1,Medium Priority
AMK-00003886,0.28700235048590356,0,Low Priority
AMK-00044638,0.7925273819957416,1,High Priority
AMK-00049484,0.46117451814938865,0,Medium Priority
AMK-00057688,0.5668523203214708,1,Medium Priority
AMK-00048528,0.6331464974789622,1,Medium Priority
AMK-00036748,0.5557053225034421,1,Medium Priority
AMK-00013610,0.45220401884389316,0,Medium Priority
AMK-00011672,0.4288594801391449,0,Medium Priority
AMK-00025759,0.2748022606121771,0,Low Priority
AMK-00034674,0.5131146166436298,1,Medium Priority
AMK-00018968,0.43268827995642983,0,Medium Priority
AMK-00061863,0.4147907001120791,0,Medium Priority
AMK-00027062,0.5408379460506363,1,Medium Priority
AMK-00044002,0.5636754677650182,1,Medium Priority
AMK-00026264,0.5040990967288783,1,Medium Priority
AMK-00012145,0.37347830288103345,0,Medium Priority
AMK-00062528,0.7605871402980547,1,High Priority
AMK-00056499,0.49374714785291085,0,Medium Priority
AMK-00050563,0.6002748425925918,1,Medium Priority
AMK-00020331,0.26452770089595423,0,Low Priority
AMK-00034062,0.2731414516775081,0,Low Priority
AMK-00001487,0.6325236850333434,1,Medium Priority
AMK-00063538,0.3727214452301845,0,Medium Priority
AMK-00060629,0.2585352072144058,0,Low Priority
AMK-00036031,0.35699000539496534,0,Medium Priority
AMK-00018286,0.5186433228311556,1,Medium Priority
AMK-00042324,0.4221637836083386,0,Medium Priority
AMK-00032091,0.15177175224922554,0,Low Priority
AMK-00043328,0.3958900891052674,0,Medium Priority
AMK-00030770,0.30589872159429427,0,Medium Priority
AMK-00031765,0.38596851101345875,0,Medium Priority
AMK-00012142,0.3051549762042523,0,Medium Priority
AMK-00004253,0.35433427726195915,0,Medium Priority
AMK-00014936,0.7634510468698487,1,High Priority
AMK-00054416,0.4865779140389864,0,Medium Priority
AMK-00030444,0.531356007405663,1,Medium Priority
AMK-00061755,0.5402759337637503,1,Medium Priority
AMK-00003182,0.39331588978902876,0,Medium Priority
AMK-00060989,0.41863930124032206,0,Medium Priority
AMK-00041837,0.6721922607005654,1,Medium Priority
AMK-00023407,0.32420328805665755,0,Medium Priority
AMK-00054984,0.6414327340702811,1,Medium Priority
AMK-00001785,0.728743470372838,1,High Priority
AMK-00054730,0.5220297384236804,1,Medium Priority
AMK-00025249,0.5711780584536289,1,Medium Priority
AMK-00048819,0.20976831448494085,0,Low Priority
AMK-00026071,0.36912605874860377,0,Medium Priority
AMK-00053181,0.2793345750332854,0,Low Priority
AMK-00019682,0.5010107008842208,1,Medium Priority
AMK-00061644,0.581149812821968,1,Medium Priority
AMK-00045825,0.3145423200371683,0,Medium Priority
AMK-00034307,0.3970296731292439,0,Medium Priority
AMK-00043726,0.7233184730015084,1,High Priority
AMK-00027523,0.35164432940753365,0,Medium Priority
AMK-00031374,0.603181663821895,1,Medium Priority
AMK-00016285,0.4650886752246941,0,Medium Priority
AMK-00035639,0.46749569814509156,0,Medium Priority
AMK-00026183,0.3700954880532901,0,Medium Priority
AMK-00061559,0.31673514025381855,0,Medium Priority
AMK-00060701,0.6602616082586584,1,Medium Priority
AMK-00038808,0.32805623171285625,0,Medium Priority
AMK-00008614,0.40296095584741537,0,Medium Priority
AMK-00029287,0.41730540254829923,0,Medium Priority
AMK-00057283,0.4159339994628819,0,Medium Priority
AMK-00052523,0.5389495067492843,1,Medium Priority
AMK-00048857,0.4103888257763998,0,Medium Priority
AMK-00063495,0.5304151570948394,1,Medium Priority
AMK-00035865,0.6628608575138171,1,Medium Priority
AMK-00000944,0.39162359727056656,0,Medium Priority
AMK-00059483,0.4302415418833429,0,Medium Priority
AMK-00035604,0.476753686217634,0,Medium Priority
AMK-00026792,0.39013626787995265,0,Medium Priority
AMK-00013142,0.49128507210648076,0,Medium Priority
AMK-00063728,0.25601214419709045,0,Low Priority
AMK-00011485,0.5869929405025202,1,Medium Priority
AMK-00015760,0.8391969928585462,1,High Priority
AMK-00053725,0.35916723075227214,0,Medium Priority
AMK-00045026,0.7253530217767542,1,High Priority
AMK-00030537,0.5706804963057293,1,Medium Priority
AMK-00054790,0.5303146125236179,1,Medium Priority
AMK-00062829,0.8559646648233974,1,High Priority
AMK-00013553,0.33935924450692934,0,Medium Priority
AMK-00004912,0.3364847665042716,0,Medium Priority
AMK-00004645,0.5713756513442608,1,Medium Priority
AMK-00036091,0.30122155882007867,0,Medium Priority
AMK-00061106,0.5341511085252656,1,Medium Priority
AMK-00046049,0.4207416901862168,0,Medium Priority
AMK-00056438,0.6905077596983479,1,Medium Priority
AMK-00058815,0.5650612139662676,1,Medium Priority
AMK-00033778,0.522247690168457,1,Medium Priority
AMK-00032067,0.4086759722782469,0,Medium Priority
AMK-00014705,0.42362953826994054,0,Medium Priority
AMK-00011498,0.3946416672723075,0,Medium Priority
AMK-00005437,0.42743237391587363,0,Medium Priority
AMK-00020868,0.4378096283966427,0,Medium Priority
AMK-00052178,0.5893774214278608,1,Medium Priority
AMK-00004884,0.6872233079670601,1,Medium Priority
AMK-00062673,0.2563051164606008,0,Low Priority
AMK-00045637,0.37865916679400635,0,Medium Priority
AMK-00044214,0.2489039177362947,0,Low Priority
AMK-00032009,0.48565776573469843,0,Medium Priority
AMK-00058152,0.4693712916444137,0,Medium Priority
AMK-00012284,0.4323656544342505,0,Medium Priority
AMK-00044964,0.17994470347764938,0,Low Priority
AMK-00062759,0.29621964665050227,0,Low Priority
AMK-00002991,0.49922378478203044,0,Medium Priority
